example_kind,weather,city,scenario_raw,time_slice,severity,weather_year,month,day,hour,current_time,outdoor_temp_c,mean_operative_temp_c,mean_rh_pct,example_score,mean_p_tail_min,mean_p_tail_max,mean_p_tail_spread,mean_min_scenario,mean_max_scenario,max_zone_p_tail_min,max_zone_p_tail_max,max_zone_p_tail_spread,zone_min_scenario,zone_max_scenario
sreal_any_zone_hidden_tail,ahmedabad_ssp245_mid_2050s_hot_2059,Ahmedabad,ssp245,mid_2050s,hot,2059,2,13,12,12.5,27.130000000000003,25.7043694758003,45.13866514089946,0.4397072196006775,0.09684249758720398,0.18144679069519043,0.08460429310798645,COMP-Lo,EQ-Max,0.18748648464679718,0.6271936893463135,0.4397072196006775,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,kolkata_ssp245_late_2080s_hot_2087,Kolkata,ssp245,late_2080s,hot,2087,12,25,14,14.75,29.0525,26.362919232149935,43.21676177944576,0.4397072196006775,0.11353122442960739,0.24182753264904022,0.12829631567001343,COMP-Lo,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_late_2080s_hot_2081,Ahmedabad,ssp245,late_2080s,hot,2081,12,18,17,17.5,30.7,25.3827791442045,47.07289224433478,0.4397072196006775,0.08501365780830383,0.13136927783489227,0.04635562002658844,COMP-Lo,EQ-Max,0.18748648464679718,0.6271936893463135,0.4397072196006775,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,12,26,17,17.25,30.4675,25.433754677708073,47.254329347157615,0.4397072196006775,0.08842045813798904,0.14334575831890106,0.05492530018091202,S-real,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_near_2030s_typical_2031,Ahmedabad,ssp585,near_2030s,typical,2031,11,20,17,17.25,30.8675,25.48112836602076,46.98261597361515,0.4397072196006775,0.08921525627374649,0.13603515923023224,0.04681990295648575,COMP-Lo,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_near_2030s_typical_2031,Ahmedabad,ssp585,near_2030s,typical,2031,12,28,16,16.75,30.02,25.68666515521676,47.33011955301153,0.4397072196006775,0.09645485132932663,0.1668311059474945,0.07037625461816788,S-real,EQ-Max,0.18748648464679718,0.6271936893463135,0.4397072196006775,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_mid_2050s_typical_2055,Ahmedabad,ssp585,mid_2050s,typical,2055,12,24,10,10.25,20.155,25.922373949331828,44.744548422056816,0.4397072196006775,0.10346793383359909,0.19459548592567444,0.09112755209207535,COMP-Lo,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,2,5,11,11.5,25.39,25.93344345111642,45.49289830712692,0.4397072196006775,0.1050647720694542,0.18627797067165375,0.08121319860219955,S-real,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_near_2030s_typical_2031,Ahmedabad,ssp585,near_2030s,typical,2031,2,16,14,15.0,28.81,25.744353865621612,44.10541394156987,0.4397072196006775,0.10069507360458374,0.19261391460895538,0.09191884100437164,COMP-Lo,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_baseline_2020s_hot_2029,Ahmedabad,ssp245,baseline_2020s,hot,2029,2,7,15,16.0,30.25,25.91793342997734,46.056355946788905,0.4397072196006775,0.10208934545516968,0.1993289291858673,0.09723958373069763,COMP-Lo,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,12,17,10,10.25,20.172500000000003,25.890543206479222,44.87775144961641,0.43933433294296265,0.10536319762468338,0.19501730799674988,0.0896541103720665,COMP-Lo,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_baseline_2020s_typical_2025,Ahmedabad,ssp245,baseline_2020s,typical,2025,2,13,16,16.5,33.295,25.992592555465137,46.33715682550653,0.43922239542007446,0.0997796580195427,0.19047462940216064,0.09069497138261795,S-real,EQ-Max,0.1879713088274002,0.6271936893463135,0.43922239542007446,S-real,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_baseline_2020s_typical_2025,Ahmedabad,ssp245,baseline_2020s,typical,2025,12,24,10,10.25,22.065,25.97347381047359,45.60836677674273,0.43922239542007446,0.09949126094579697,0.1914927363395691,0.09200147539377213,COMP-Lo,EQ-Max,0.18748648464679718,0.6271936893463135,0.4397072196006775,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_near_2030s_typical_2031,Ahmedabad,ssp585,near_2030s,typical,2031,11,23,15,16.0,30.69,25.81564928353628,46.80776491919821,0.43922239542007446,0.09688820689916611,0.1748693734407425,0.07798116654157639,S-real,EQ-Max,0.18748648464679718,0.6271936893463135,0.4397072196006775,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,12,7,16,16.5,30.125,25.75959737556279,47.19674371619597,0.43922239542007446,0.09819384664297104,0.1711634397506714,0.07296959310770035,S-real,EQ-Max,0.1879713088274002,0.6271936893463135,0.43922239542007446,S-real,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_mid_2050s_hot_2050,Ahmedabad,ssp585,mid_2050s,hot,2050,11,23,13,13.25,26.2825,25.651262325821715,44.28382491553501,0.43922239542007446,0.09608452022075653,0.17257025837898254,0.07648573815822601,COMP-Lo,EQ-Max,0.18748648464679718,0.6271936893463135,0.4397072196006775,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_baseline_2020s_heatwave_extreme_2027,Ahmedabad,ssp585,baseline_2020s,heatwave_extreme,2027,12,7,16,16.5,30.125,25.75959737556279,47.19674371619597,0.43922239542007446,0.09819384664297104,0.1711634397506714,0.07296959310770035,S-real,EQ-Max,0.1879713088274002,0.6271936893463135,0.43922239542007446,S-real,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_baseline_2020s_heatwave_extreme_2027,Ahmedabad,ssp585,baseline_2020s,heatwave_extreme,2027,1,4,11,12.0,25.56,25.480229681065342,47.406164242333986,0.4389807879924774,0.09872987121343613,0.1842891275882721,0.08555925637483597,COMP-Lo,EQ-Max,0.18974342942237854,0.628724217414856,0.4389807879924774,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,1,4,11,12.0,25.56,25.480229681065342,47.406164242333986,0.4389807879924774,0.09872987121343613,0.1842891275882721,0.08555925637483597,COMP-Lo,EQ-Max,0.18974342942237854,0.628724217414856,0.4389807879924774,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_near_2030s_hot_2034,Ahmedabad,ssp245,near_2030s,hot,2034,1,5,13,13.5,25.325000000000003,25.43688653843911,44.85380263951693,0.4378410577774048,0.09262661635875702,0.1797388643026352,0.08711224794387817,COMP-Lo,EQ-Max,0.18974342942237854,0.6325346231460571,0.4427911937236786,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,1,1,11,11.75,26.92,25.523108494274528,44.05437483334291,0.4378410577774048,0.09962539374828339,0.17853040993213654,0.07890501618385315,COMP-Lo,EQ-Max,0.18974342942237854,0.6325346231460571,0.4427911937236786,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,2,23,12,12.75,27.255,25.550008125130447,45.576358631833536,0.4378410577774048,0.096211738884449,0.17590023577213287,0.07968849688768387,COMP-Lo,EQ-Max,0.18974342942237854,0.6325346231460571,0.4427911937236786,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,1,1,11,11.75,26.92,25.523108494274528,44.05437483334291,0.4378410577774048,0.09962539374828339,0.17853040993213654,0.07890501618385315,COMP-Lo,EQ-Max,0.18974342942237854,0.6325346231460571,0.4427911937236786,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,Ahmedabad,ssp245,near_2030s,heatwave_extreme,2034,1,5,13,13.5,25.325000000000003,25.43688653843911,44.85380263951693,0.4378410577774048,0.09262661635875702,0.1797388643026352,0.08711224794387817,COMP-Lo,EQ-Max,0.18974342942237854,0.6325346231460571,0.4427911937236786,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,phoenix_ssp245_mid_2050s_typical_2054,Phoenix,ssp245,mid_2050s,typical,2054,10,24,11,12.0,31.14,25.884253317560788,44.56010858510455,0.43691587448120117,0.10395354777574539,0.1888967603445053,0.08494321256875992,S-real,EQ-Max,0.1872413009405136,0.624157190322876,0.43691587448120117,COMP-Lo,EQ-Max
