dataset,analysis,metric,level,contrast,estimate,ci_lower_2_5,ci_upper_97_5,bootstrap_mean,bootstrap_sd,n_bootstrap_valid,resampling_unit,n_resampling_units
role_weighted_144,time_slice_level,mean_p_tail,late_2080s,,0.1362759009408054,0.12356066125056638,0.14886102193140263,0.13615893829191128,0.006519527514399532,10000,city × scenario_raw,12
role_weighted_144,time_slice_contrast,mean_p_tail,,near_2030s minus baseline_2020s,0.00019697726249835734,-0.004798622620942587,0.004600424358069229,0.00023296187237308716,0.002396422771451855,10000,city × scenario_raw,12
role_weighted_144,time_slice_contrast,mean_p_tail,,mid_2050s minus baseline_2020s,0.013038927816271167,0.005131264686946237,0.023025006253274485,0.013070395249136096,0.0045743811450409426,10000,city × scenario_raw,12
role_weighted_144,time_slice_contrast,mean_p_tail,,late_2080s minus baseline_2020s,0.03201008031004943,0.021679016806301677,0.04395215318810167,0.03197278606763303,0.005701847231698146,10000,city × scenario_raw,12
role_weighted_144,time_slice_level,high_tail_pct,baseline_2020s,,8.906383035334184,6.18523257902299,11.952118920285223,8.881511813537674,1.480782952524271,10000,city × scenario_raw,12
role_weighted_144,time_slice_level,high_tail_pct,near_2030s,,8.885263676032354,6.677538147882078,10.87682757290336,8.874344451761388,1.0671821917893798,10000,city × scenario_raw,12
role_weighted_144,time_slice_level,high_tail_pct,mid_2050s,,13.957734674329503,10.876964765591742,17.78388493108769,13.94717753897935,1.8108780550894874,10000,city × scenario_raw,12
role_weighted_144,time_slice_level,high_tail_pct,late_2080s,,20.839818805874838,16.531178493507873,25.372602869572155,20.80519797320668,2.2659457429052443,10000,city × scenario_raw,12
role_weighted_144,time_slice_contrast,high_tail_pct,,near_2030s minus baseline_2020s,-0.021119359301829732,-1.9967314881332483,1.704610838388671,-0.007167361776287305,0.9419779441777343,10000,city × scenario_raw,12
role_weighted_144,time_slice_contrast,high_tail_pct,,mid_2050s minus baseline_2020s,5.051351638995319,1.8148971304278427,9.03046342858663,5.0656657254416775,1.8186885588892447,10000,city × scenario_raw,12
role_weighted_144,time_slice_contrast,high_tail_pct,,late_2080s minus baseline_2020s,11.933435770540655,8.096493022296723,16.312493348233293,11.92368615966901,2.0960910866128764,10000,city × scenario_raw,12
role_weighted_144,time_slice_level,any_zone_high_tail_pct,baseline_2020s,,31.88740554491273,23.899194969934012,40.15605460435291,31.816600282034905,4.1869805441797,10000,city × scenario_raw,12
role_weighted_144,time_slice_level,any_zone_high_tail_pct,near_2030s,,31.922826202639424,25.038152039431672,38.749168529161345,31.869734827320137,3.5231668385617985,10000,city × scenario_raw,12
role_weighted_144,time_slice_level,any_zone_high_tail_pct,mid_2050s,,37.527604831843334,29.925662349670077,45.12494928027884,37.46743378166241,3.9072423338026008,10000,city × scenario_raw,12
role_weighted_144,time_slice_level,any_zone_high_tail_pct,late_2080s,,45.23484062366965,36.70277744518943,53.219288793103445,45.15425180928054,4.256345505234411,10000,city × scenario_raw,12
role_weighted_144,time_slice_contrast,any_zone_high_tail_pct,,near_2030s minus baseline_2020s,0.035420657726692895,-2.3113849976053653,2.1124805435823784,0.05313454528522743,1.133093223760415,10000,city × scenario_raw,12
