weather,analysis_state_sha256,floor,area_weighted_high_tail_pct,unweighted_zone_time_high_tail_pct,any_zone_within_floor_high_tail_pct,mean_p_tail_area_weighted,mean_warm_tail_area_weighted,mean_cold_tail_area_weighted,mean_expected_tsv_area_weighted
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,middle,20.53790995047347,22.9058908045977,47.371886973180075,0.13039027916884802,0.10415468804650224,0.02623559112234578,0.33495281879358774
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,top,17.61314538737558,20.038314176245212,41.25359195402299,0.12115654961538876,0.09371077032414057,0.027445779291248175,0.2967978983108619
ahmedabad_ssp585_mid_2050s_hot_2050,4dce1d20cdd882a0cd2cdf2b025f9695dabcf61cb26e754bf6fa79422ecef01d,bottom,15.349936891875524,19.554597701149426,52.23299808429118,0.11870702703112568,0.0908365206613203,0.027870506369805377,0.2913611229787236
ahmedabad_ssp585_mid_2050s_hot_2050,4dce1d20cdd882a0cd2cdf2b025f9695dabcf61cb26e754bf6fa79422ecef01d,middle,21.012178461576685,22.614942528735632,45.162835249042146,0.1305480935944005,0.10385835800369377,0.026689735590706715,0.3277671301248814
ahmedabad_ssp585_mid_2050s_hot_2050,4dce1d20cdd882a0cd2cdf2b025f9695dabcf61cb26e754bf6fa79422ecef01d,top,18.034105767790848,19.85751915708812,39.008620689655174,0.12082689899966798,0.09290342273253935,0.02792347626712863,0.2887803901613437
ahmedabad_ssp585_mid_2050s_typical_2055,6dbebbcb2b5f7d9f293064c11e6eb2f025e97ea293d30fa4e42fec0a1d4a749c,bottom,7.878968693959146,11.062021072796934,38.69133141762452,0.0979234806383235,0.0682195368656828,0.029703943772640684,0.21631633959296934
ahmedabad_ssp585_mid_2050s_typical_2055,6dbebbcb2b5f7d9f293064c11e6eb2f025e97ea293d30fa4e42fec0a1d4a749c,middle,11.28436026482653,12.947796934865902,34.00981800766284,0.10290366707224168,0.07401961693372902,0.02888405013851268,0.22957073689717405
ahmedabad_ssp585_mid_2050s_typical_2055,6dbebbcb2b5f7d9f293064c11e6eb2f025e97ea293d30fa4e42fec0a1d4a749c,top,9.61408358411743,11.420019157088122,29.627634099616856,0.0968200414903244,0.06682186453786834,0.029998176952456077,0.20297173586777462
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,468b3e53a7f6a6177a4fa444d418ec938c50b48d71f0566cd58a3900cf0619e1,bottom,10.312010764527153,14.267241379310343,45.64176245210728,0.10743968359014659,0.07885920571641566,0.028580477873730945,0.259467967339619
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,468b3e53a7f6a6177a4fa444d418ec938c50b48d71f0566cd58a3900cf0619e1,middle,14.507752476389864,16.281130268199234,38.42193486590038,0.11538905780990566,0.0880763558411794,0.027312701968726247,0.2865354147840511
